Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Line.L7",   2,    173.849,        0,        0,     23.605,    13.58,    15.7854,     9.08,    47.3562,    22.17
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,    3.07045,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,    3.07045,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,    15.6218,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,    15.6218,        0
"Line.L10",   1,    167.622,    27.94,    27.94,    19.2242,    11.47,    11.5204,    6.873,    34.5611,     17.4
"Line.L10",   2,    167.623,        0,        0,    19.2244,    11.47,    11.5204,    6.873,    34.5611,     17.4
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,    9.40626,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,    9.40626,        0
"Line.L12",   1,          0,        0,        0,          0,        0,          0,        0,     15.499,        0
"Line.L12",   2,          0,        0,        0,          0,        0,          0,        0,     15.499,        0
"Line.L13",   1,    59.6977,     19.9,     9.95,    9.42253,    15.78,    7.49763,    12.56,    22.4929,    27.92
"Line.L13",   2,    59.7016,        0,        0,    9.42231,    15.78,    7.49746,    12.56,    22.4929,    27.91
"Line.L14",   1,          0,        0,        0,          0,        0,          0,        0,    6.30249,        0
"Line.L14",   2,          0,        0,        0,          0,        0,          0,        0,    6.30249,        0
"Line.L15",   1,          0,        0,        0,          0,        0,          0,        0,    3.10495,        0
"Line.L15",   2,          0,        0,        0,          0,        0,          0,        0,    3.10495,        0
"Line.L16",   1,          0,        0,        0,          0,        0,          0,        0,    6.15456,        0
"Line.L16",   2,          0,        0,        0,          0,        0,          0,        0,    6.15456,        0
"Line.L17",   1,          0,        0,        0,          0,        0,          0,        0,    3.07665,        0
"Line.L17",   2,          0,        0,        0,          0,        0,          0,        0,    3.07665,        0
"Line.L18",   1,          0,        0,        0,          0,        0,          0,        0,    12.3794,        0
"Line.L18",   2,          0,        0,        0,          0,        0,          0,        0,    12.3794,        0
"Line.L19",   1,    14.4803,    4.827,    2.413,    4.11837,    28.44,     4.0958,    28.29,    12.2874,    56.72
"Line.L19",   2,    14.4815,        0,        0,    4.11864,    28.44,    4.09579,    28.28,    12.2874,    56.72
"Line.L20",   1,          0,        0,        0,          0,        0,          0,        0,     6.2104,        0
"Line.L20",   2,          0,        0,        0,          0,        0,          0,        0,     6.2104,        0
"Line.L21",   1,          0,        0,        0,          0,        0,          0,        0,    6.27359,        0
"Line.L21",   2,          0,        0,        0,          0,        0,          0,        0,    6.27359,        0
"Line.L22",   1,    12.3903,     4.13,    2.065,    6.20968,    50.12,    6.18676,    49.93,    18.5603,    99.89
"Line.L22",   2,    12.3914,        0,        0,     6.2099,    50.11,    6.18675,    49.93,    18.5603,    99.91
"Line.L23",   1,          0,        0,        0,          0,        0,          0,        0,    6.16015,        0
"Line.L23",   2,          0,        0,        0,          0,        0,          0,        0,    6.16015,        0
"Line.L24",   1,     10.338,    3.446,    1.723,    5.49954,     53.2,    5.48193,    53.03,    16.4458,    99.89
"Line.L24",   2,    10.3392,        0,        0,    5.49971,    53.19,     5.4819,    53.02,    16.4458,    99.91
"Line.L25",   1,          0,        0,        0,          0,        0,          0,        0,    6.15322,        0
"Line.L25",   2,          0,        0,        0,          0,        0,          0,        0,    6.15322,        0
"Line.L26",   1,     6.2042,    2.068,    1.034,    3.60198,    58.06,     3.5939,    57.93,    10.7817,    100.7
"Line.L26",   2,    6.20505,        0,        0,    3.60206,    58.05,    3.59387,    57.92,    10.7817,    100.7
"Line.L27",   1,          0,        0,        0,          0,        0,          0,        0,    6.20836,        0
"Line.L27",   2,          0,        0,        0,          0,        0,          0,        0,    6.20836,        0
"Line.L28",   1,          0,        0,        0,          0,        0,          0,        0,    6.12243,        0
"Line.L28",   2,          0,        0,        0,          0,        0,          0,        0,    6.12243,        0
"Line.L29",   1,          0,        0,        0,          0,        0,          0,        0,     6.2099,        0
"Line.L29",   2,          0,        0,        0,          0,        0,          0,        0,     6.2099,        0
"Line.L30",   1,    4.13462,    1.378,   0.6891,    2.07235,    50.12,     2.0655,    49.96,    6.19649,    99.82
"Line.L30",   2,    4.13589,        0,        0,    2.07262,    50.11,    2.06548,    49.94,    6.19649,    99.88
"Line.L31",   1,    2.05172,   0.6839,    0.342,    2.05348,    100.1,    2.05395,    100.1,    6.16186,    199.5
"Line.L31",   2,     2.0532,        0,        0,    2.05384,      100,    2.05402,      100,    6.16186,    199.8
"Line.L32",   1, 0.00190198, 0.000634, 0.000317, 0.000225545,    11.86, 4.62919E-005,    2.434, 0.000138876,     8.65
"Line.L32",   2, 2.74512E-011,        0,        0, 3.80311E-011,    138.5, 1.74892E-011,    63.71, 0.000138876,    107.3
"Line.L33",   1,          0,        0,        0,          0,        0,          0,        0,    3.06117,        0
"Line.L33",   2,          0,        0,        0,          0,        0,          0,        0,    3.06117,        0
"Line.L34",   1,          0,        0,        0,          0,        0,          0,        0,    9.23093,        0
"Line.L34",   2,          0,        0,        0,          0,        0,          0,        0,    9.23093,        0
"Line.L35",   1,          0,        0,        0,          0,        0,          0,        0,    6.22393,        0
"Line.L35",   2,          0,        0,        0,          0,        0,          0,        0,    6.22393,        0
"Line.L36",   1,     34.989,    11.66,    5.831,    1.41828,    4.053,   0.903111,    2.581,    2.70933,    6.479
"Line.L36",   2,    34.9902,        0,        0,    1.41854,    4.054,   0.903083,    2.581,    2.70933,     6.48
"Line.L37",   1,          0,        0,        0,          0,        0,          0,        0,    6.25012,        0
"Line.L37",   2,          0,        0,        0,          0,        0,          0,        0,    6.25012,        0
"Line.L38",   1,          0,        0,        0,          0,        0,          0,        0,    6.17907,        0
"Line.L38",   2,          0,        0,        0,          0,        0,          0,        0,    6.17907,        0
"Line.L39",   1,          0,        0,        0,          0,        0,          0,        0,    3.07412,        0
"Line.L39",   2,          0,        0,        0,          0,        0,          0,        0,    3.07412,        0
"Line.L40",   1,          0,        0,        0,          0,        0,          0,        0,    3.07953,        0
"Line.L40",   2,          0,        0,        0,          0,        0,          0,        0,    3.07953,        0
"Line.L41",   1,    33.9702,    11.32,    5.662,    2.41573,    7.111,    1.90098,    5.596,    5.70295,    12.69
"Line.L41",   2,    33.9715,        0,        0,    2.41598,    7.112,    1.90096,    5.596,    5.70295,    12.69
"Line.L42",   1,          0,        0,        0,          0,        0,          0,        0,    6.27037,        0
"Line.L42",   2,          0,        0,        0,          0,        0,          0,        0,    6.27037,        0
"Line.L43",   1,    30.8745,    10.29,    5.146,    1.58354,    5.129,    0.69108,    2.238,    2.07324,    7.259
"Line.L43",   2,    30.8756,        0,        0,    1.58375,    5.129,   0.691115,    2.238,    2.07324,    7.259
"Line.L44",   1,          0,        0,        0,          0,        0,          0,        0,    6.19136,        0
"Line.L44",   2,          0,        0,        0,          0,        0,          0,        0,    6.19136,        0
"Line.L45",   1,    28.8286,     9.61,    4.805,    0.48159,    1.671,    1.37408,    4.766,    4.12225,    6.427
"Line.L45",   2,      28.83,        0,        0,   0.481336,     1.67,    1.37404,    4.766,    4.12225,    6.426
"Line.L46",   1,          0,        0,        0,          0,        0,          0,        0,    3.08626,        0
"Line.L46",   2,          0,        0,        0,          0,        0,          0,        0,    3.08626,        0
"Line.L47",   1,    12.0421,    4.014,    2.007,  0.0105692,  0.08777,  0.0173126,   0.1438,  0.0519378,   0.1827
"Line.L47",   2,    12.0428,        0,        0,  0.0109021,  0.09053,  0.0174644,    0.145,  0.0519378,   0.1859
"Line.L48",   1,    10.8269,    3.609,    1.804,   0.470669,    4.347,    1.36041,    12.57,    4.08123,    17.02
"Line.L48",   2,     10.828,        0,        0,   0.471231,    4.352,    1.36051,    12.56,    4.08123,    17.02
"Line.L49",   1,    3.07963,    1.027,   0.5133,     1.7822,    57.87,    1.77828,    57.74,    5.33484,     99.7
"Line.L49",   2,    3.08057,        0,        0,    1.78188,    57.84,    1.77802,    57.72,    5.33484,    99.77
"Line.L50",   1,    1.02627,   0.3421,    0.171,    1.03071,    100.4,    1.02943,    100.3,    3.08828,    198.6
"Line.L50",   2,    1.02721,        0,        0,    1.03017,    100.3,    1.02932,    100.2,    3.08828,    199.1
"Line.L51",   1, 0.00422012, 0.001407, 0.0007034, 0.00124992,    29.62, 0.000570674,    13.52, 0.00171202,    15.82
"Line.L51",   2, 1.07804E-007,        0,        0, 5.96962E-008,    55.37, 5.94578E-008,    55.15, 0.00171202,    110.4
"Line.L52",   1,    100.757,    25.19,    16.79,    9.81323,    9.739,    3.99667,    3.967,      11.99,    13.35
"Line.L52",   2,    100.758,        0,        0,    9.81342,     9.74,    3.99669,    3.967,      11.99,    13.35
"Line.L53",   1,    98.7011,    24.68,    16.45,     7.7919,    7.894,    2.11057,    2.138,    6.33171,    9.464
"Line.L53",   2,    98.7017,        0,        0,    7.79201,    7.895,    2.11058,    2.138,    6.33171,    9.464
"Line.L54",   1,    2.06431,   0.6881,   0.3441,    1.03154,    49.97,    1.03483,    50.13,    3.10449,    99.77
"Line.L54",   2,    2.06548,        0,        0,    1.03179,    49.95,    1.03482,     50.1,    3.10449,    99.88
"Line.L55",   1,    96.6376,    32.21,    16.11,    7.52324,    7.785,    1.26785,    1.312,    3.80354,    8.572
"Line.L55",   2,    96.6391,        0,        0,    7.52286,    7.784,    1.26787,    1.312,    3.80354,    8.572
"Line.L56",   1,    1.02372,   0.3412,   0.1706,    1.02493,    100.1,    1.02494,    100.1,    3.07483,    199.5
"Line.L56",   2,    1.02489,        0,        0,    1.02489,      100,    1.02489,      100,    3.07483,      200
"Line.L57",   1,          0,        0,        0,          0,        0,          0,        0,    6.18085,        0
"Line.L57",   2,          0,        0,        0,          0,        0,          0,        0,    6.18085,        0
"Line.L58",   1,     94.579,    31.53,    15.76,     9.1875,    9.714,    2.73479,    2.892,    8.20437,    10.93
"Line.L58",   2,    94.5823,        0,        0,    9.18666,    9.713,    2.73472,    2.891,    8.20437,    10.93
"Line.L59",   1,          0,        0,        0,          0,        0,          0,        0,     3.0759,        0
"Line.L59",   2,          0,        0,        0,          0,        0,          0,        0,     3.0759,        0
"Line.L60",   1, 0.00521663, 0.001739, 0.0008694, 0.000617405,    11.84, 0.000122994,    2.358, 0.000368983,    8.719
"Line.L60",   2, 4.66226E-006,        0,        0, 1.34434E-007,    2.883, 1.32241E-007,    2.836, 0.000368983,    0.189
"Line.L61",   1,    19.6578,    6.553,    3.276,    4.30655,    21.91,    3.26109,    16.59,    9.78326,    35.76
"Line.L61",   2,    19.6691,        0,        0,    4.30654,    21.89,    3.26112,    16.58,    9.78326,    35.73
"Line.L62",   1,    17.5871,    5.862,    2.931,    2.22243,    12.64,    1.75857,    9.999,     5.2757,    16.36
"Line.L62",   2,    17.5951,        0,        0,    2.22242,    12.63,    1.75859,    9.995,     5.2757,    16.35
"Line.L63",   1,    15.5372,    5.179,     2.59,    3.67597,    23.66,    3.81724,    24.57,    11.4517,       42
"Line.L63",   2,    15.5534,        0,        0,    3.67598,    23.63,    3.81728,    24.54,    11.4517,    41.91
"Line.L64",   1,    11.7427,    3.914,    1.957,    5.33429,    45.43,     3.8088,    32.44,    11.4264,    73.06
"Line.L64",   2,    11.7635,        0,        0,    5.33425,    45.35,    3.80883,    32.38,    11.4264,    72.87
"Line.L65",   1,    3.79627,    1.265,   0.6327,    3.80887,    100.3,    3.80883,    100.3,    11.4265,    198.4
"Line.L65",   2,    3.80885,        0,        0,    3.80885,      100,    3.80885,      100,    11.4265,      200
"Line.L66",   1,          0,        0,        0,          0,        0,          0,        0,    18.3322,        0
"Line.L66",   2,          0,        0,        0,          0,        0,          0,        0,    18.3322,        0
"Line.L67",   1,    44.6008,    14.87,    7.433,   0.528703,    1.185,    4.97859,    11.16,    14.9358,    10.59
"Line.L67",   2,     44.602,        0,        0,   0.528745,    1.185,    4.97859,    11.16,    14.9358,    10.59
"Line.L68",   1,    22.5641,    7.521,    3.761,    2.75724,    12.22,    2.74448,    12.16,    8.23344,    22.91
"Line.L68",   2,    22.5651,        0,        0,    2.75697,    12.22,    2.74447,    12.16,    8.23344,    22.91
"Line.L69",   1,          0,        0,        0,          0,        0,          0,        0,    15.2776,        0
"Line.L69",   2,          0,        0,        0,          0,        0,          0,        0,    15.2776,        0
"Line.L70",   1,          0,        0,        0,          0,        0,          0,        0,    9.16708,        0
"Line.L70",   2,          0,        0,        0,          0,        0,          0,        0,    9.16708,        0
"Line.L71",   1,          0,        0,        0,          0,        0,          0,        0,    6.11189,        0
"Line.L71",   2,          0,        0,        0,          0,        0,          0,        0,    6.11189,        0
"Line.L72",   1,          0,        0,        0,          0,        0,          0,        0,    18.5552,        0
"Line.L72",   2,          0,        0,        0,          0,        0,          0,        0,    18.5552,        0
"Line.L73",   1,    38.4171,    12.81,    6.403,    6.71381,    17.48,    6.65387,    17.32,    19.9616,    29.03
"Line.L73",   2,     38.418,        0,        0,    6.71384,    17.48,    6.65391,    17.32,    19.9616,    29.03
"Line.L74",   1,          0,        0,        0,          0,        0,          0,        0,    12.4222,        0
"Line.L74",   2,          0,        0,        0,          0,        0,          0,        0,    12.4222,        0
"Line.L75",   1,          0,        0,        0,          0,        0,          0,        0,    6.13467,        0
"Line.L75",   2,          0,        0,        0,          0,        0,          0,        0,    6.13467,        0
"Line.L76",   1,    12.3072,    4.102,    2.051,  0.0566654,   0.4604,  0.0559943,    0.455,   0.167983,    0.903
"Line.L76",   2,    12.3089,        0,        0,  0.0563355,   0.4577,   0.055908,   0.4542,   0.167983,    0.899
"Line.L77",   1,    12.4193,     4.14,     2.07,    4.66382,    37.55,    6.66477,    53.66,    19.9943,    58.56
"Line.L77",   2,    12.4212,        0,        0,    4.66402,    37.55,    6.66492,    53.66,    19.9943,    58.59
"Line.L78",   1,    10.2668,    3.422,    1.711,    2.08086,    20.27,    2.06676,    20.13,    6.20028,    40.39
"Line.L78",   2,    10.2672,        0,        0,    2.08086,    20.27,    2.06674,    20.13,    6.20028,    40.39
"Line.L79",   1,    2.10332,   0.7011,   0.3506,     2.1045,    100.1,    2.10433,      100,      6.313,    199.8
"Line.L79",   2,    2.10428,        0,        0,    2.10428,      100,    2.10428,      100,      6.313,      200
"Line.L80",   1,    8.16392,    2.721,    1.361,    2.05281,    25.14,    2.04565,    25.06,    6.13694,     50.2
"Line.L80",   2,    8.16595,        0,        0,    2.05329,    25.14,    2.04567,    25.05,    6.13694,     50.2
"Line.L81",   1,    6.12371,    2.041,    1.021,    3.54543,     57.9,    3.53744,    57.77,    10.6123,    100.2
"Line.L81",   2,    6.12446,        0,        0,    3.54554,    57.89,    3.53743,    57.76,    10.6123,    100.2
"Line.L82",   1,    3.05734,    1.019,   0.5096,    1.76613,    57.77,    1.76262,    57.65,    5.28786,    99.86
"Line.L82",   2,    3.05841,        0,        0,    1.76599,    57.74,    1.76256,    57.63,    5.28786,    99.93
"Line.L83",   1,          0,        0,        0,          0,        0,          0,        0,    9.20136,        0
"Line.L83",   2,          0,        0,        0,          0,        0,          0,        0,    9.20136,        0
"Line.L84",   1,    1.02132,   0.3404,   0.1702,    1.02213,    100.1,    1.02237,    100.1,     3.0671,    199.5
"Line.L84",   2,    1.02238,        0,        0,    1.02238,      100,    1.02238,      100,     3.0671,      200
"Line.L85",   1,          0,        0,        0,          0,        0,          0,        0,    6.13533,        0
"Line.L85",   2,          0,        0,        0,          0,        0,          0,        0,    6.13533,        0
"Line.L86",   1,     11.416,    3.805,    1.903,    4.12749,    36.16,     5.6797,    49.75,    17.0391,    47.08
"Line.L86",   2,    11.4172,        0,        0,    4.12702,    36.15,    5.67975,    49.75,    17.0391,    47.09
"Line.L87",   1,          0,        0,        0,          0,        0,          0,        0,    6.11243,        0
"Line.L87",   2,          0,        0,        0,          0,        0,          0,        0,    6.11243,        0
"Line.L88",   1,    7.44523,    2.482,    1.241,     2.1005,    28.21,    4.41867,    59.35,     13.256,     45.6
"Line.L88",   2,    7.44569,        0,        0,     2.1002,    28.21,    4.41871,    59.35,     13.256,    45.61
"Line.L89",   1,          0,        0,        0,          0,        0,          0,        0,     6.2106,        0
"Line.L89",   2,          0,        0,        0,          0,        0,          0,        0,     6.2106,        0
"Line.L90",   1,    5.49076,   0.1827,   0.9151,     2.3405,    42.63,     2.3506,    42.81,    7.05181,     8.87
"Line.L90",   2,    5.49091,        0,        0,    2.34029,    42.62,    2.35064,    42.81,    7.05181,    8.848
"Line.L91",   1,          0,        0,        0,          0,        0,          0,        0,    6.96599,        0
"Line.L91",   2,          0,        0,        0,          0,        0,          0,        0,    6.96599,        0
"Line.L92",   1,    4.07856,     1.36,   0.6798,    2.03837,    49.98,    2.04301,    50.09,    6.12902,    99.87
"Line.L92",   2,    4.07952,        0,        0,    2.03815,    49.96,    2.04299,    50.08,    6.12902,    99.92
"Line.L93",   1,          0,        0,        0,          0,        0,          0,        0,    6.11285,        0
"Line.L93",   2,          0,        0,        0,          0,        0,          0,        0,    6.11285,        0
"Line.L94",   1,    2.04191,   0.6806,   0.3403,     2.0432,    100.1,    2.04314,    100.1,    6.12943,    199.7
"Line.L94",   2,    2.04319,        0,        0,    2.04319,      100,    2.04319,      100,    6.12943,      200
"Line.L95",   1,          0,        0,        0,          0,        0,          0,        0,    3.06455,        0
"Line.L95",   2,          0,        0,        0,          0,        0,          0,        0,    3.06455,        0
"Line.L96",   1,    6.16672,    2.056,    1.028,  0.0623816,    1.012,  0.0544558,   0.8831,   0.163367,    1.891
"Line.L96",   2,    6.16789,        0,        0,  0.0623458,    1.011,  0.0543985,    0.882,   0.163367,    1.889
"Line.L97",   1,    4.13127,    1.377,   0.6885,    2.06942,    50.09,    2.06862,    50.07,    6.20585,    99.65
"Line.L97",   2,    4.13361,        0,        0,     2.0699,    50.07,    2.06859,    50.04,    6.20585,    99.77
"Line.L98",   1,    2.09226,   0.6974,   0.3487,    2.09711,    100.2,    2.09718,    100.2,    6.29155,      199
"Line.L98",   2,    2.09354,        0,        0,    2.09706,    100.2,    2.09712,    100.2,    6.29155,    199.3
"Line.L99",   1, 0.00765451, 0.002552, 0.001276, 0.000908723,    11.87, 0.000186017,     2.43, 0.000558052,    8.626
"Line.L99",   2, 1.57155E-012,        0,        0, 7.30827E-012,      465, 1.21266E-012,    77.16, 0.000558052,    7.571
"Line.L118",   1,    16.3984,    5.466,    2.733,     2.7689,    16.89,    2.75966,    16.83,    8.27897,    31.91
"Line.L118",   2,    16.3995,        0,        0,    2.76863,    16.88,    2.75965,    16.83,    8.27897,    31.91
"Line.L100",   1,          0,        0,        0,          0,        0,          0,        0,    15.3338,        0
"Line.L100",   2,          0,        0,        0,          0,        0,          0,        0,    15.3338,        0
"Line.L101",   1,    11.2882,    3.763,    1.881,    6.25474,    55.41,    6.27434,    55.58,     18.823,    99.85
"Line.L101",   2,    11.2894,        0,        0,    6.25464,     55.4,    6.27438,    55.58,     18.823,    99.88
"Line.L102",   1,          0,        0,        0,          0,        0,          0,        0,    12.2677,        0
"Line.L102",   2,          0,        0,        0,          0,        0,          0,        0,    12.2677,        0
"Line.L103",   1,          0,        0,        0,          0,        0,          0,        0,    6.13393,        0
"Line.L103",   2,          0,        0,        0,          0,        0,          0,        0,    6.13393,        0
"Line.L104",   1,          0,        0,        0,          0,        0,          0,        0,    12.2476,        0
"Line.L104",   2,          0,        0,        0,          0,        0,          0,        0,    12.2476,        0
"Line.L105",   1,    7.20688,    2.402,    1.201,    7.21375,    100.1,     7.2125,    100.1,    21.6375,    199.6
"Line.L105",   2,    7.20827,        0,        0,    7.21346,    100.1,    7.21252,    100.1,    21.6375,    199.7
"Line.L106",   1,          0,        0,        0,          0,        0,          0,        0,    6.12381,        0
"Line.L106",   2,          0,        0,        0,          0,        0,          0,        0,    6.12381,        0
"Line.L107",   1,          0,        0,        0,          0,        0,          0,        0,    21.6377,        0
"Line.L107",   2,          0,        0,        0,          0,        0,          0,        0,    21.6377,        0
"Line.L108",   1, 0.00956748, 0.003189, 0.001595, 0.00113684,    11.88, 0.000231501,     2.42, 0.000694502,    8.646
"Line.L108",   2, 7.78382E-012,        0,        0, 8.02548E-012,    103.1, 6.77897E-012,    87.09, 0.000694502,    82.49
"Line.L109",   1,          0,        0,        0,          0,        0,          0,        0,     15.524,        0
"Line.L109",   2,          0,        0,        0,          0,        0,          0,        0,     15.524,        0
"Line.L110",   1,          0,        0,        0,          0,        0,          0,        0,    3.05678,        0
"Line.L110",   2,          0,        0,        0,          0,        0,          0,        0,    3.05678,        0
"Line.L111",   1,          0,        0,        0,          0,        0,          0,        0,     12.468,        0
"Line.L111",   2,          0,        0,        0,          0,        0,          0,        0,     12.468,        0
"Line.L112",   1,          0,        0,        0,          0,        0,          0,        0,    9.36273,        0
"Line.L112",   2,          0,        0,        0,          0,        0,          0,        0,    9.36273,        0
"Line.L113",   1,          0,        0,        0,          0,        0,          0,        0,    3.05829,        0
"Line.L113",   2,          0,        0,        0,          0,        0,          0,        0,    3.05829,        0
"Line.L114",   1,    41.1512,    13.72,    6.859,    5.48961,    13.34,    2.93801,     7.14,    8.81402,    20.55
"Line.L114",   2,    41.1529,        0,        0,    5.48954,    13.34,     2.9383,     7.14,    8.81402,    20.55
"Line.L116",   1,    102.811,     25.7,    17.14,    11.8456,    11.52,    5.99518,    5.831,    17.9855,    17.07
"Line.L116",   2,    102.813,        0,        0,     11.846,    11.52,    5.99523,    5.831,    17.9855,    17.07
"Line.L117",   1,    73.2738,    24.42,    12.21,    8.97142,    12.24,    3.83385,    5.232,    11.5016,     17.3
"Line.L117",   2,    73.2753,        0,        0,    8.97109,    12.24,    3.83378,    5.232,    11.5016,     17.3
"Line.SW1",   1,    183.112,    30.52,    30.52,    24.4916,    13.38,    16.8678,    9.212,    50.6033,    21.03
"Line.SW1",   2,    183.112,        0,        0,    24.4916,    13.38,    16.8678,    9.212,    50.6033,    21.03
"Line.SW2",   1,    102.811,     25.7,    17.14,    11.8456,    11.52,    5.99518,    5.831,    17.9855,    17.07
"Line.SW2",   2,    102.811,        0,        0,    11.8456,    11.52,    5.99518,    5.831,    17.9855,    17.07
"Line.SW3",   1,    41.1512,    10.29,    6.859,    5.48961,    13.34,    2.93801,     7.14,    8.81402,    20.55
"Line.SW3",   2,    41.1512,        0,        0,    5.48961,    13.34,    2.93801,     7.14,    8.81402,    20.55
"Line.SW4",   1,     73.911,    18.48,    12.32,     9.2066,    12.46,    4.03706,    5.462,    12.1112,    17.74
"Line.SW4",   2,     73.911,        0,        0,     9.2066,    12.46,    4.03706,    5.462,    12.1112,    17.74
"Line.SW5",   1,    16.3984,      4.1,    2.733,     2.7689,    16.89,    2.75966,    16.83,    8.27897,    31.91
"Line.SW5",   2,    16.3984,        0,        0,     2.7689,    16.89,    2.75966,    16.83,    8.27897,    31.91
"Line.SW6",   1, 4.88674E-006, 1.222E-006, 8.145E-007, 4.99458E-007,    10.22, 3.8909E-007,    7.962, 1.16727E-006,    9.742
"Line.SW6",   2, 4.88674E-006,        0,        0, 4.99458E-007,    10.22, 3.8909E-007,    7.962, 1.16727E-006,    9.742
"Line.SW7",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Line.SW7",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Line.SW8",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Line.SW8",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.XFM1",   1, 4.66131E-006, 6.102E-005, 4.475E-005, 5.82382E-009,   0.1249, 3.10849E-009,  0.06669, 9.32547E-009,   0.1664
"Transformer.XFM1",   2, 6.18136E-013,        0,        0, 3.51293E-013,    56.83, 1.69474E-013,    27.42, 9.32547E-009,    35.38
"Capacitor.C92C",   1,          0,        0,        0,          0,        0,          0,        0,    7.03635,        0
"Capacitor.C92C",   2,          0,        0,        0,          0,        0,          0,        0,    7.03635,        0
"Transformer.REG2A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG2A",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG3A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG3A",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4A",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG3C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG3C",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4B",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4B",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4C",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S1A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S2B",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S4C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S5C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S6C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S7A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S9A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S10A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S11A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S12B",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S16C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S17C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S19A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
