hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 15.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 16.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 17.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 18.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 19.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 20.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 21.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 22.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 23.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 24.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 25.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 26.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 27.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 28.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 29.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 30.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 31.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 32.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 33.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 34.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 35.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 36.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 37.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 38.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 39.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 40.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 41.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 42.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 43.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 44.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 45.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 46.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 47.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 48.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 49.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 50.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 51.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 52.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 53.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 54.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 55.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 56.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 57.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 58.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 59.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 60.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 61.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 62.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 63.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 64.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 65.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 66.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 67.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 68.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 69.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 70.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 71.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 72.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 73.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 74.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 75.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 76.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 77.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 78.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 79.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 80.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 81.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 82.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 83.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 84.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 85.00000, 2506.35, -0.0377912, 2516.35, -118.839, 2499.94, 120.963, 261.935, -179.435, 260.361, 61.7312, 262.766, -58.5092
0, 86.00000, 2505.63, -0.0743341, 2515.67, -118.872, 2499.35, 120.929, 259.374, -179.477, 257.819, 61.6935, 260.181, -58.548
0, 87.00000, 2505.62, -0.0743921, 2515.67, -118.872, 2499.35, 120.929, 259.373, -179.478, 257.816, 61.693, 260.182, -58.5481
0, 88.00000, 2505.62, -0.0743919, 2515.67, -118.872, 2499.35, 120.929, 259.373, -179.478, 257.816, 61.693, 260.182, -58.5481
0, 89.00000, 2505.62, -0.0743919, 2515.67, -118.872, 2499.35, 120.929, 259.373, -179.478, 257.816, 61.693, 260.182, -58.5481
0, 90.00000, 2505.62, -0.0743919, 2515.67, -118.872, 2499.35, 120.929, 259.373, -179.478, 257.816, 61.693, 260.182, -58.5481
0, 91.00000, 2505.62, -0.0743919, 2515.67, -118.872, 2499.35, 120.929, 259.373, -179.478, 257.816, 61.693, 260.182, -58.5481
0, 92.00000, 2505.62, -0.0743919, 2515.67, -118.872, 2499.35, 120.929, 259.373, -179.478, 257.816, 61.693, 260.182, -58.5481
0, 93.00000, 2504.9, -0.110956, 2514.98, -118.905, 2498.76, 120.895, 256.811, -179.52, 255.272, 61.6552, 257.595, -58.5869
0, 94.00000, 2504.17, -0.147596, 2514.29, -118.937, 2498.16, 120.861, 254.246, -179.562, 252.723, 61.617, 255.008, -58.6258
0, 95.00000, 2503.44, -0.184254, 2513.6, -118.97, 2497.57, 120.828, 251.68, -179.605, 250.172, 61.5787, 252.42, -58.6647
0, 96.00000, 2502.71, -0.22093, 2512.91, -119.003, 2496.98, 120.794, 249.113, -179.647, 247.62, 61.5404, 249.83, -58.7036
0, 97.00000, 2501.98, -0.257625, 2512.22, -119.036, 2496.38, 120.76, 246.543, -179.689, 245.067, 61.5021, 247.239, -58.7425
0, 98.00000, 2501.24, -0.294337, 2511.52, -119.069, 2495.78, 120.726, 243.973, -179.732, 242.512, 61.4637, 244.647, -58.7815
0, 99.00000, 2500.5, -0.331068, 2510.83, -119.102, 2495.18, 120.692, 241.401, -179.774, 239.955, 61.4254, 242.054, -58.8204
0, 100.00000, 2499.76, -0.367818, 2510.13, -119.135, 2494.58, 120.659, 238.827, -179.817, 237.397, 61.3869, 239.459, -58.8594
0, 101.00000, 2499.02, -0.404586, 2509.43, -119.168, 2493.98, 120.625, 236.252, -179.859, 234.837, 61.3485, 236.863, -58.8984
0, 102.00000, 2491.48, -0.773351, 2502.38, -119.5, 2487.89, 120.286, 210.421, 179.713, 209.16, 60.9614, 210.838, -59.2891
0, 103.00000, 2483.73, -1.14404, 2495.18, -119.834, 2481.67, 119.946, 184.429, 179.284, 183.313, 60.5719, 184.671, -59.681
0, 104.00000, 2475.74, -1.51687, 2487.82, -120.17, 2475.31, 119.605, 158.269, 178.852, 157.295, 60.1791, 158.362, -60.0743
0, 105.00000, 2467.53, -1.89199, 2480.32, -120.509, 2468.81, 119.263, 131.93, 178.416, 131.099, 59.783, 131.905, -60.4691
0, 106.00000, 2459.08, -2.26955, 2472.65, -120.851, 2462.17, 118.92, 105.403, 177.978, 104.718, 59.3834, 105.295, -60.8654
0, 107.00000, 2450.38, -2.64971, 2464.82, -121.196, 2455.39, 118.576, 78.6782, 177.537, 78.1441, 58.9801, 78.5247, -61.2633
0, 108.00000, 2441.43, -3.03262, 2456.83, -121.543, 2448.46, 118.23, 51.7447, 177.092, 51.3706, 58.573, 51.5886, -61.6626
0, 109.00000, 2507.88, 0.0388036, 2517.79, -118.769, 2501.15, 121.033, 267.309, -179.347, 265.74, 61.8127, 268.167, -58.4284
0, 110.00000, 2507.88, 0.0387754, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 111.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 112.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 113.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 114.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 115.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 116.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 117.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 118.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 119.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 120.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 121.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 122.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 123.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 124.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 125.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 126.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 127.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 128.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 129.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 130.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 131.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 132.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 133.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 134.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 135.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 136.00000, 2507.88, 0.0387743, 2517.79, -118.769, 2501.15, 121.033, 267.307, -179.347, 265.735, 61.8124, 268.173, -58.4282
0, 137.00000, 2508.38, 0.0387793, 2501.62, -118.736, 2500.9, 121.022, 267.214, -179.35, 267.475, 61.8563, 268.203, -58.4398
0, 138.00000, 2508.37, 0.0396921, 2501.6, -118.737, 2500.93, 121.022, 267.248, -179.348, 267.432, 61.8552, 268.21, -58.4404
0, 139.00000, 2508.37, 0.0396642, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 140.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 141.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 142.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 143.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 144.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 145.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 146.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 147.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 148.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 149.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 150.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 151.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 152.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 153.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 154.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 155.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 156.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 157.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 158.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 159.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 160.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 161.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 162.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 163.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 164.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 165.00000, 2508.37, 0.0396649, 2501.6, -118.737, 2500.93, 121.022, 267.247, -179.348, 267.433, 61.8552, 268.21, -58.4403
0, 166.00000, 2441.79, -3.02872, 2440.82, -121.529, 2448.4, 118.221, 51.7253, 177.09, 51.7335, 58.5865, 51.5831, -61.6775
0, 167.00000, 2446.29, -2.83738, 2444.84, -121.353, 2451.86, 118.394, 65.2233, 177.314, 65.2312, 58.793, 65.0755, -61.4765
0, 168.00000, 2450.72, -2.64677, 2448.81, -121.179, 2455.29, 118.566, 78.6681, 177.536, 78.677, 58.9984, 78.526, -61.2761
0, 169.00000, 2455.11, -2.45655, 2452.74, -121.005, 2458.69, 118.738, 92.0513, 177.757, 92.0714, 59.2027, 91.9311, -61.0764
0, 170.00000, 2459.44, -2.26701, 2456.62, -120.832, 2462.05, 118.91, 105.383, 177.977, 105.416, 59.4059, 105.295, -60.8774
0, 171.00000, 2463.71, -2.07811, 2460.47, -120.66, 2465.38, 119.082, 118.665, 178.197, 118.711, 59.6082, 118.62, -60.6788
0, 172.00000, 2467.92, -1.88984, 2464.27, -120.488, 2468.67, 119.253, 131.898, 178.416, 131.959, 59.8095, 131.905, -60.4807
0, 173.00000, 2472.06, -1.70219, 2468.03, -120.317, 2471.92, 119.424, 145.083, 178.633, 145.16, 60.0099, 145.151, -60.2831
0, 174.00000, 2476.16, -1.51481, 2471.75, -120.146, 2475.15, 119.595, 158.236, 178.852, 158.337, 60.2087, 158.373, -60.086
0, 175.00000, 2480.19, -1.32829, 2475.44, -119.977, 2478.34, 119.765, 171.336, 179.068, 171.451, 60.4072, 171.549, -59.8891
0, 176.00000, 2484.16, -1.14233, 2479.08, -119.808, 2481.49, 119.936, 184.391, 179.283, 184.521, 60.6049, 184.688, -59.6927
0, 177.00000, 2488.08, -0.956897, 2482.69, -119.639, 2484.61, 120.106, 197.405, 179.498, 197.548, 60.8017, 197.792, -59.4967
0, 178.00000, 2491.94, -0.771982, 2486.26, -119.471, 2487.69, 120.275, 210.377, 179.712, 210.532, 60.9976, 210.861, -59.301
0, 179.00000, 2495.75, -0.587567, 2489.8, -119.304, 2490.74, 120.445, 223.309, 179.926, 223.475, 61.1928, 223.897, -59.1057
0, 180.00000, 2497.25, -0.514149, 2491.2, -119.238, 2491.96, 120.512, 228.452, -179.989, 228.62, 61.2713, 229.086, -59.0276
0, 181.00000, 2498.75, -0.440607, 2492.6, -119.171, 2493.16, 120.58, 233.606, -179.904, 233.778, 61.349, 234.285, -58.9496
0, 182.00000, 2500.99, -0.330189, 2494.68, -119.071, 2494.96, 120.681, 241.348, -179.776, 241.527, 61.4649, 242.09, -58.8327
0, 183.00000, 2501.73, -0.293615, 2495.37, -119.038, 2495.56, 120.715, 243.908, -179.734, 244.087, 61.504, 244.675, -58.7937
0, 184.00000, 2502.46, -0.256944, 2496.06, -119.005, 2496.16, 120.749, 246.477, -179.691, 246.658, 61.5428, 247.267, -58.7548
0, 185.00000, 2503.2, -0.220291, 2496.75, -118.972, 2496.75, 120.783, 249.045, -179.649, 249.227, 61.5814, 249.858, -58.7159
