Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Line.L47",   1,    6.30179,    2.101,     1.05,     0.3502,    5.557,   0.123734,    1.963,   0.371203,    5.004
"Line.L47",   2,    6.30217,        0,        0,   0.350407,     5.56,    0.12367,    1.962,   0.371203,    5.008
"Line.L48",   1,    5.86625,    1.955,   0.9777,   0.570829,    9.731,   0.794247,    13.54,    2.38274,    22.62
"Line.L48",   2,    5.86683,        0,        0,   0.571166,    9.736,   0.794278,    13.54,    2.38274,    22.63
"Line.L49",   1,    1.63793,    0.546,    0.273,   0.915484,    55.89,    1.03238,    63.03,    3.09715,    104.9
"Line.L49",   2,    1.63843,        0,        0,   0.915288,    55.86,    1.03226,       63,    3.09715,    104.9
"Line.L50",   1,   0.518281,   0.1728,  0.08638,   0.520306,    100.4,   0.519717,    100.3,    1.55915,    198.5
"Line.L50",   2,   0.518701,        0,        0,   0.520053,    100.3,    0.51966,    100.2,    1.55915,      199
"Line.L51",   1, 0.00221443, 0.0007381, 0.0003691, 0.000696973,    31.47, 0.000258492,    11.67, 0.000775475,    21.51
"Line.L51",   2, 5.49208E-008,        0,        0, 2.86333E-008,    52.14, 2.96726E-008,    54.03, 0.000775475,    105.8
"Line.L52",   1,    93.4424,    23.36,    15.57,    5.21991,    5.586,    2.76666,    2.961,    8.29998,    7.866
"Line.L52",   2,    93.4431,        0,        0,    5.22013,    5.586,     2.7667,    2.961,    8.29998,    7.866
"Line.L53",   1,    91.8464,    22.96,    15.31,    3.80945,    4.148,    1.20773,    1.315,    3.62319,    4.523
"Line.L53",   2,    91.8468,        0,        0,    3.80959,    4.148,    1.20776,    1.315,    3.62319,    4.523
"Line.L54",   1,    1.63034,   0.5434,   0.2717,   0.858715,    52.67,   0.790243,    48.47,    2.37073,    99.78
"Line.L54",   2,    1.63118,        0,        0,   0.858983,    52.66,   0.790224,    48.44,    2.37073,    99.89
"Line.L55",   1,    90.2178,    30.07,    15.04,    3.12529,    3.464,    1.44403,    1.601,     4.3321,    3.929
"Line.L55",   2,    90.2189,        0,        0,    3.12526,    3.464,    1.44402,    1.601,     4.3321,    3.929
"Line.L56",   1,   0.884335,   0.2948,   0.1474,   0.885168,    100.1,   0.885278,    100.1,    2.65584,    199.6
"Line.L56",   2,   0.885217,        0,        0,   0.885217,      100,   0.885217,      100,    2.65584,      200
"Line.L57",   1,          0,        0,        0,          0,        0,          0,        0,    5.20095,        0
"Line.L57",   2,          0,        0,        0,          0,        0,          0,        0,    5.20095,        0
"Line.L58",   1,    88.4855,     29.5,    14.75,    3.63606,    4.109,    3.17558,    3.589,    9.52675,    5.962
"Line.L58",   2,    88.4879,        0,        0,    3.63561,    4.109,    3.17554,    3.589,    9.52675,    5.961
"Line.L59",   1,          0,        0,        0,          0,        0,          0,        0,    2.65283,        0
"Line.L59",   2,          0,        0,        0,          0,        0,          0,        0,    2.65283,        0
"Line.L60",   1, 0.00392146, 0.001307, 0.0006536, 0.000450266,    11.48, 0.000122675,    3.128, 0.000368025,    8.837
"Line.L60",   2, 3.50435E-006,        0,        0, 2.76503E-007,     7.89, 1.28914E-007,    3.679, 0.000368025,    4.783
"Line.L61",   1,    15.3447,    5.115,    2.557,    3.35645,    21.87,    2.60161,    16.95,    7.80482,    36.45
"Line.L61",   2,    15.3533,        0,        0,    3.35563,    21.86,    2.60157,    16.94,    7.80482,    36.42
"Line.L62",   1,    13.7633,    4.588,    2.294,    1.81089,    13.16,    1.39162,    10.11,    4.17487,    19.73
"Line.L62",   2,    13.7694,        0,        0,    1.81038,    13.15,    1.39148,    10.11,    4.17487,    19.71
"Line.L63",   1,    12.1855,    4.062,    2.031,    3.25086,    26.68,    2.97983,    24.45,    8.93948,    47.11
"Line.L63",   2,     12.198,        0,        0,    3.25013,    26.64,    2.97951,    24.43,    8.93948,    47.03
"Line.L64",   1,    9.08364,    3.028,    1.514,    4.09638,     45.1,    3.17322,    34.93,    9.51965,    77.28
"Line.L64",   2,    9.09973,        0,        0,    4.09475,       45,    3.17339,    34.87,    9.51965,    77.08
"Line.L65",   1,    3.16287,    1.054,   0.5271,    3.17471,    100.4,    3.17339,    100.3,    9.52018,    198.6
"Line.L65",   2,    3.17353,        0,        0,    3.17353,      100,    3.17353,      100,    9.52018,      200
"Line.L66",   1,          0,        0,        0,          0,        0,          0,        0,    15.9897,        0
"Line.L66",   2,          0,        0,        0,          0,        0,          0,        0,    15.9897,        0
"Line.L67",   1,    40.2742,    13.42,    6.712,    2.61846,    6.502,    4.60477,    11.43,    13.8143,    16.17
"Line.L67",   2,    40.2751,        0,        0,    2.61878,    6.502,    4.60475,    11.43,    13.8143,    16.17
"Line.L68",   1,    20.1974,    6.732,    3.366,     1.2476,    6.177,    2.26257,     11.2,    6.78772,    15.92
"Line.L68",   2,    20.1983,        0,        0,    1.24745,    6.176,    2.26257,     11.2,    6.78772,    15.92
"Line.L69",   1,          0,        0,        0,          0,        0,          0,        0,    13.3239,        0
"Line.L69",   2,          0,        0,        0,          0,        0,          0,        0,    13.3239,        0
"Line.L70",   1,          0,        0,        0,          0,        0,          0,        0,    7.99343,        0
"Line.L70",   2,          0,        0,        0,          0,        0,          0,        0,    7.99343,        0
"Line.L71",   1,          0,        0,        0,          0,        0,          0,        0,    5.32905,        0
"Line.L71",   2,          0,        0,        0,          0,        0,          0,        0,    5.32905,        0
"Line.L72",   1,          0,        0,        0,          0,        0,          0,        0,    16.7012,        0
"Line.L72",   2,          0,        0,        0,          0,        0,          0,        0,    16.7012,        0
"Line.L73",   1,    34.7158,    11.57,    5.786,    6.56311,    18.91,    5.76275,     16.6,    17.2882,    30.91
"Line.L73",   2,    34.7165,        0,        0,    6.56329,    18.91,    5.76277,     16.6,    17.2882,    30.91
"Line.L74",   1,          0,        0,        0,          0,        0,          0,        0,    10.9703,        0
"Line.L74",   2,          0,        0,        0,          0,        0,          0,        0,    10.9703,        0
"Line.L75",   1,          0,        0,        0,          0,        0,          0,        0,     5.7284,        0
"Line.L75",   2,          0,        0,        0,          0,        0,          0,        0,     5.7284,        0
"Line.L76",   1,    11.1459,    3.715,    1.858,   0.773014,    6.935,   0.308222,    2.765,   0.924667,    8.175
"Line.L76",   2,    11.1472,        0,        0,   0.773252,    6.937,    0.30827,    2.765,   0.924667,    8.179
"Line.L77",   1,    11.6221,    3.874,    1.937,     4.3426,    37.37,     5.8524,    50.36,    17.5572,    64.46
"Line.L77",   2,    11.6237,        0,        0,    4.34317,    37.36,    5.85246,    50.35,    17.5572,    64.48
"Line.L78",   1,    9.18274,    3.061,     1.53,     1.3481,    14.68,    2.02546,    22.06,    6.07638,    35.96
"Line.L78",   2,    9.18309,        0,        0,    1.34809,    14.68,    2.02546,    22.06,    6.07638,    35.96
"Line.L79",   1,    1.63864,   0.5462,   0.2731,    1.63949,    100.1,    1.63936,      100,    4.91808,    199.8
"Line.L79",   2,    1.63933,        0,        0,    1.63933,      100,    1.63933,      100,    4.91808,      200
"Line.L80",   1,     7.5477,    2.516,    1.258,    1.91926,    25.43,    2.01941,    26.76,    6.05823,    51.54
"Line.L80",   2,    7.54939,        0,        0,    1.91951,    25.43,    2.01944,    26.75,    6.05823,    51.53
"Line.L81",   1,    5.58552,    1.862,   0.9309,    3.11065,    55.69,    3.50929,    62.83,    10.5279,    104.7
"Line.L81",   2,    5.58615,        0,        0,    3.11067,    55.69,    3.50929,    62.82,    10.5279,    104.7
"Line.L82",   1,    2.72666,   0.9089,   0.4544,    1.43308,    52.56,    1.64778,    60.43,    4.94333,    99.86
"Line.L82",   2,     2.7275,        0,        0,    1.43293,    52.54,    1.64775,    60.41,    4.94333,    99.93
"Line.L83",   1,          0,        0,        0,          0,        0,          0,        0,    8.58999,        0
"Line.L83",   2,          0,        0,        0,          0,        0,          0,        0,    8.58999,        0
"Line.L84",   1,   0.954182,   0.3181,    0.159,   0.955035,    100.1,   0.955127,    100.1,    2.86538,    199.6
"Line.L84",   2,   0.955145,        0,        0,   0.955145,      100,   0.955145,      100,    2.86538,      200
"Line.L85",   1,          0,        0,        0,          0,        0,          0,        0,    5.72701,        0
"Line.L85",   2,          0,        0,        0,          0,        0,          0,        0,    5.72701,        0
"Line.L86",   1,    10.6556,    3.552,    1.776,    3.69809,    34.71,     4.8935,    45.92,    14.6805,    52.79
"Line.L86",   2,    10.6565,        0,        0,    3.69794,     34.7,    4.89351,    45.92,    14.6805,     52.8
"Line.L87",   1,          0,        0,        0,          0,        0,          0,        0,     5.3293,        0
"Line.L87",   2,          0,        0,        0,          0,        0,          0,        0,     5.3293,        0
"Line.L88",   1,    6.98396,    2.328,    1.164,    1.74206,    24.94,    3.77096,    53.99,    11.3129,     50.5
"Line.L88",   2,    6.98438,        0,        0,    1.74196,    24.94,    3.77098,    53.99,    11.3129,    50.51
"Line.L89",   1,          0,        0,        0,          0,        0,          0,        0,    5.62379,        0
"Line.L89",   2,          0,        0,        0,          0,        0,          0,        0,    5.62379,        0
"Line.L90",   1,    5.19298,   0.1728,   0.8655,    1.67496,    32.25,    1.91157,    36.81,    5.73472,    7.719
"Line.L90",   2,    5.19315,        0,        0,     1.6748,    32.25,    1.91159,    36.81,    5.73472,    7.713
"Line.L91",   1,          0,        0,        0,          0,        0,          0,        0,    6.10126,        0
"Line.L91",   2,          0,        0,        0,          0,        0,          0,        0,    6.10126,        0
"Line.L92",   1,    3.73618,    1.245,   0.6227,    1.95589,    52.35,    1.79623,    48.08,    5.38868,    99.88
"Line.L92",   2,    3.73691,        0,        0,    1.95581,    52.34,    1.79621,    48.07,    5.38868,    99.93
"Line.L93",   1,          0,        0,        0,          0,        0,          0,        0,    5.32838,        0
"Line.L93",   2,          0,        0,        0,          0,        0,          0,        0,    5.32838,        0
"Line.L94",   1,    1.96189,    0.654,    0.327,    1.96281,      100,    1.96289,    100.1,    5.88867,    199.8
"Line.L94",   2,    1.96291,        0,        0,    1.96291,      100,    1.96291,      100,    5.88867,      200
"Line.L95",   1,          0,        0,        0,          0,        0,          0,        0,    2.94407,        0
"Line.L95",   2,          0,        0,        0,          0,        0,          0,        0,    2.94407,        0
"Line.L96",   1,    5.47904,    1.826,   0.9132,   0.375173,    6.847,  0.0514509,   0.9391,   0.154353,    7.342
"Line.L96",   2,    5.47999,        0,        0,   0.375502,    6.852,  0.0514896,   0.9396,   0.154353,    7.347
"Line.L97",   1,    3.70586,    1.235,   0.6176,    1.96643,    53.06,    1.76336,    47.58,    5.29008,     99.7
"Line.L97",   2,    3.70786,        0,        0,    1.96685,    53.05,    1.76332,    47.56,    5.29008,     99.8
"Line.L98",   1,    1.74406,   0.5814,   0.2907,    1.74885,    100.3,    1.74848,    100.3,    5.24544,      199
"Line.L98",   2,    1.74522,        0,        0,    1.74871,    100.2,    1.74844,    100.2,    5.24544,    199.3
"Line.L99",   1, 0.00630387, 0.002101, 0.001051, 0.000960923,    15.24, 0.000115714,    1.836, 0.000347142,    13.89
"Line.L99",   2, 3.10595E-012,        0,        0, 3.08942E-013,    9.947, 5.29455E-012,    170.5, 0.000347142,    37.61
"Line.L118",   1,    14.7193,    4.906,    2.453,    1.44902,    9.844,    2.27214,    15.44,    6.81642,    22.91
"Line.L118",   2,    14.7201,        0,        0,    1.44881,    9.842,    2.27214,    15.44,    6.81642,     22.9
"Line.L100",   1,          0,        0,        0,          0,        0,          0,        0,    14.3226,        0
"Line.L100",   2,          0,        0,        0,          0,        0,          0,        0,    14.3226,        0
"Line.L101",   1,    9.96032,     3.32,     1.66,    5.49483,    55.17,    5.11992,     51.4,    15.3598,    99.86
"Line.L101",   2,    9.96121,        0,        0,    5.49489,    55.16,    5.11996,     51.4,    15.3598,    99.89
"Line.L102",   1,          0,        0,        0,          0,        0,          0,        0,    11.4572,        0
"Line.L102",   2,          0,        0,        0,          0,        0,          0,        0,    11.4572,        0
"Line.L103",   1,          0,        0,        0,          0,        0,          0,        0,    5.72743,        0
"Line.L103",   2,          0,        0,        0,          0,        0,          0,        0,    5.72743,        0
"Line.L104",   1,          0,        0,        0,          0,        0,          0,        0,    11.7885,        0
"Line.L104",   2,          0,        0,        0,          0,        0,          0,        0,    11.7885,        0
"Line.L105",   1,    6.03468,    2.012,    1.006,    6.03957,    100.1,    6.03868,    100.1,     18.116,    199.6
"Line.L105",   2,    6.03569,        0,        0,    6.03937,    100.1,     6.0387,      100,     18.116,    199.7
"Line.L106",   1,          0,        0,        0,          0,        0,          0,        0,    5.89323,        0
"Line.L106",   2,          0,        0,        0,          0,        0,          0,        0,    5.89323,        0
"Line.L107",   1,          0,        0,        0,          0,        0,          0,        0,    18.1163,        0
"Line.L107",   2,          0,        0,        0,          0,        0,          0,        0,    18.1163,        0
"Line.L108",   1, 0.00787931, 0.002626, 0.001313, 0.00120175,    15.25, 0.000143575,    1.822, 0.000430724,    13.91
"Line.L108",   2, 2.54555E-012,        0,        0, 3.92358E-012,    154.1, 1.71496E-012,    67.37, 0.000430724,     58.7
"Line.L109",   1,          0,        0,        0,          0,        0,          0,        0,    12.7899,        0
"Line.L109",   2,          0,        0,        0,          0,        0,          0,        0,    12.7899,        0
"Line.L110",   1,          0,        0,        0,          0,        0,          0,        0,    2.66149,        0
"Line.L110",   2,          0,        0,        0,          0,        0,          0,        0,    2.66149,        0
"Line.L111",   1,          0,        0,        0,          0,        0,          0,        0,     10.129,        0
"Line.L111",   2,          0,        0,        0,          0,        0,          0,        0,     10.129,        0
"Line.L112",   1,          0,        0,        0,          0,        0,          0,        0,    7.57222,        0
"Line.L112",   2,          0,        0,        0,          0,        0,          0,        0,    7.57222,        0
"Line.L113",   1,          0,        0,        0,          0,        0,          0,        0,    2.66122,        0
"Line.L113",   2,          0,        0,        0,          0,        0,          0,        0,    2.66122,        0
"Line.L114",   1,    21.8249,    7.275,    3.637,    3.36621,    15.42,    1.10527,    5.064,    3.31581,     19.4
"Line.L114",   2,    21.8258,        0,        0,    3.36645,    15.42,    1.10541,    5.065,    3.31581,     19.4
"Line.L116",   1,    95.0387,    23.76,    15.84,    6.71656,    7.067,    4.35633,    4.584,     13.069,     11.1
"Line.L116",   2,    95.0401,        0,        0,    6.71699,    7.068,    4.35641,    4.584,     13.069,     11.1
"Line.L117",   1,    65.7903,    21.93,    10.97,    5.14806,    7.825,    2.88284,    4.382,    8.64851,    11.22
"Line.L117",   2,    65.7915,        0,        0,    5.14783,    7.824,    2.88279,    4.382,    8.64851,    11.22
"Line.SW1",   1,    15474.5,     2579,     2579,    964.933,    6.236,     125.22,   0.8092,    375.659,     5.25
"Line.SW1",   2,    15474.5,        0,        0,    964.933,    6.236,     125.22,   0.8092,    375.659,     5.25
"Line.SW2",   1,    95.0387,    23.76,    15.84,    6.71656,    7.067,    4.35633,    4.584,     13.069,     11.1
"Line.SW2",   2,    95.0387,        0,        0,    6.71656,    7.067,    4.35633,    4.584,     13.069,     11.1
"Line.SW3",   1,    21.8249,    5.456,    3.637,    3.36621,    15.42,    1.10527,    5.064,    3.31581,     19.4
"Line.SW3",   2,    21.8249,        0,        0,    3.36621,    15.42,    1.10527,    5.064,    3.31581,     19.4
"Line.SW4",   1,    72.3693,    18.09,    12.06,    5.66287,    7.825,    3.17112,    4.382,    9.51336,    11.22
"Line.SW4",   2,    72.3693,        0,        0,    5.66287,    7.825,    3.17112,    4.382,    9.51336,    11.22
"Line.SW5",   1,    14.7193,     3.68,    2.453,    1.44902,    9.844,    2.27214,    15.44,    6.81642,    22.91
"Line.SW5",   2,    14.7193,        0,        0,    1.44902,    9.844,    2.27214,    15.44,    6.81642,    22.91
"Line.SW6",   1, 3.86487E-006, 9.662E-007, 6.441E-007, 5.67494E-007,    14.68, 2.24783E-007,    5.816, 6.7435E-007,    14.17
"Line.SW6",   2, 3.86487E-006,        0,        0, 5.67494E-007,    14.68, 2.24783E-007,    5.816, 6.7435E-007,    14.17
"Line.SW7",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Line.SW7",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Line.SW8",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Line.SW8",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.XFM1",   1, 3.50928E-006, 4.594E-005, 3.369E-005, 1.95936E-007,    5.583, 3.4076E-008,    0.971, 1.02228E-007,    4.747
"Transformer.XFM1",   2, 3.62914E-013,        0,        0, 2.28279E-013,     62.9, 1.51582E-013,    41.77, 1.02228E-007,      100
"Capacitor.C92C",   1,          0,        0,        0,          0,        0,          0,        0,    5.86634,        0
"Capacitor.C92C",   2,          0,        0,        0,          0,        0,          0,        0,    5.86634,        0
"Transformer.REG2A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG2A",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG3A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG3A",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4A",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG3C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG3C",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4B",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4B",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4C",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S1A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S2B",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S4C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S5C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S6C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S7A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S9A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S10A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S11A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S12B",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S16C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S17C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S19A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S20A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S22B",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
