Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Line.L117",   1,    66.1045,    22.03,    11.02,    5.28201,     7.99,     2.9453,    4.456,     8.8359,    11.46
"Line.L117",   2,    66.1057,        0,        0,    5.28178,     7.99,    2.94526,    4.455,     8.8359,    11.46
"Line.SW1",   1,    15382.8,     2564,     2564,    982.371,    6.386,    123.695,   0.8041,    371.086,    5.362
"Line.SW1",   2,    15382.8,        0,        0,    982.371,    6.386,    123.695,   0.8041,    371.086,    5.362
"Line.SW2",   1,    166.489,    41.62,    27.75,    6.90678,    4.148,    4.44288,    2.669,    13.3286,    5.589
"Line.SW2",   2,    166.489,        0,        0,    6.90678,    4.148,    4.44288,    2.669,    13.3286,    5.589
"Line.SW3",   1,    323.811,    80.95,    53.97,     3.4099,    1.053,    1.11447,   0.3442,     3.3434,    1.169
"Line.SW3",   2,    323.811,        0,        0,     3.4099,    1.053,    1.11447,   0.3442,     3.3434,    1.169
"Line.SW4",   1,     72.715,    18.18,    12.12,    5.81021,     7.99,    3.23983,    4.456,    9.71949,    11.46
"Line.SW4",   2,     72.715,        0,        0,    5.81021,     7.99,    3.23983,    4.456,    9.71949,    11.46
"Line.SW5",   1,    14.7921,    3.698,    2.465,    1.48039,    10.01,     2.2951,    15.52,    6.88531,    23.16
"Line.SW5",   2,    14.7921,        0,        0,    1.48039,    10.01,     2.2951,    15.52,    6.88531,    23.16
"Line.SW6",   1, 3.59354E-006, 8.984E-007, 5.989E-007, 4.72917E-007,    13.16, 2.24783E-007,    6.255, 6.7435E-007,    11.82
"Line.SW6",   2, 3.59354E-006,        0,        0, 4.72917E-007,    13.16, 2.24783E-007,    6.255, 6.7435E-007,    11.82
"Line.SW7",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Line.SW7",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Line.SW8",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Line.SW8",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.XFM1",   1, 3.52396E-006, 4.613E-005, 3.383E-005, 1.92749E-007,     5.47, 3.43269E-008,   0.9741, 1.02981E-007,    4.557
"Transformer.XFM1",   2, 6.69785E-013,        0,        0, 3.74406E-013,     55.9, 3.78956E-013,    56.58, 1.02981E-007,    107.1
"Capacitor.C92C",   1,          0,        0,        0,          0,        0,          0,        0,     5.8847,        0
"Capacitor.C92C",   2,          0,        0,        0,          0,        0,          0,        0,     5.8847,        0
"Transformer.REG2A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG2A",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG3A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG3A",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4A",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG3C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG3C",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4B",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4B",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.REG4C",   2,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Transformer.XFMPV800",   1,    238.857,    117.2,    85.98, 7.72916E-006, 3.236E-006, 2.76673E-006, 1.158E-006, 4.1501E-006, 3.45E-006
"Transformer.XFMPV800",   2,    6205.29,        0,        0, 8.76274E-012, 1.412E-013, 6.36646E-012, 1.026E-013, 4.1501E-006, 4.529E-008
"Transformer.XFMPV801",   1,    339.445,    166.6,    122.2, 5.341E-006, 1.573E-006, 1.89076E-006, 5.57E-007, 2.83615E-006, 1.771E-006
"Transformer.XFMPV801",   2,    8818.49,        0,        0, 3.63798E-012, 4.125E-014, 5.10959E-012, 5.794E-014, 2.83615E-006, 4.529E-008
"Load.S1A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S2B",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S4C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S5C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S6C",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S7A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
"Load.S9A",   1,          0,        0,        0,          0,        0,          0,        0,          0,        0
